UNITID,CIPCODE,MAJORNUM,AWLEVEL,XCTOTALT,CTOTALT
100654,"01.0999",1,5,"R",12
100654,"01.1001",1,5,"R",10
100654,"01.1001",1,7,"R",7
100654,"01.1001",1,17,"R",6
100654,"01.9999",1,5,"R",2
100654,"01.9999",1,7,"R",9
100654,"01.9999",1,17,"R",3
100654,"03.0599",1,5,"R",0
100654,"04.0301",1,5,"R",8
100654,"04.0301",1,7,"R",10
100654,"09.0199",1,7,"R",11
100654,"10.0202",1,5,"R",32
100654,"11.0101",1,5,"R",25
100654,"11.0101",1,7,"R",11
100654,"13.0101",1,8,"R",1
100654,"13.0401",1,7,"R",3
100654,"13.1001",1,5,"R",0
100654,"13.1001",1,7,"R",1
100654,"13.1012",1,5,"R",11
100654,"13.1202",1,5,"R",6
100654,"13.1202",1,7,"R",5
100654,"13.1205",1,7,"R",2
100654,"13.1210",1,5,"R",3
100654,"13.1210",1,7,"R",1
100654,"13.1314",1,5,"R",5
100654,"13.1315",1,17,"R",0
100654,"14.0801",1,5,"R",10
100654,"14.1001",1,5,"R",17
100654,"14.1001",1,7,"R",0
100654,"14.1901",1,5,"R",37
100654,"14.1901",1,7,"R",3
100654,"14.9999",1,7,"R",30
100654,"15.1001",1,5,"R",12
100654,"19.0101",1,5,"R",11
100654,"19.0101",1,7,"R",2
100654,"23.0101",1,5,"R",7
100654,"24.0102",1,5,"R",39
100654,"26.0101",1,5,"R",83
100654,"26.0101",1,7,"R",9
100654,"26.1201",1,5,"R",1
100654,"27.0101",1,5,"R",3
100654,"31.0504",1,5,"R",22
100654,"31.0505",1,7,"R",5
100654,"40.0501",1,5,"R",11
100654,"40.0801",1,5,"R",3
100654,"40.0801",1,7,"R",1
100654,"40.0899",1,17,"R",2
100654,"42.0101",1,5,"R",33
100654,"42.2803",1,7,"R",13
100654,"43.0103",1,5,"R",38
100654,"44.0701",1,5,"R",26
100654,"44.0701",1,7,"R",52
100654,"45.1001",1,5,"R",11
100654,"45.1101",1,5,"R",2
100654,"50.0701",1,5,"R",0
100654,"50.0702",1,5,"R",4
100654,"50.0901",1,5,"R",7
100654,"51.0203",1,7,"R",16
100654,"52.0201",1,5,"R",52
100654,"52.0201",1,7,"R",38
100654,"52.0203",1,5,"R",15
100654,"52.0301",1,5,"R",10
100654,"52.0701",1,5,"R",6
100654,"52.0801",1,5,"R",10
100654,"52.1401",1,5,"R",6
100654,"99",1,5,"R",590
100654,"99",1,7,"R",229
100654,"99",1,8,"R",1
100654,"99",1,17,"R",11
100663,"05.0201",1,5,"R",2
100663,"09.0101",1,5,"R",58
100663,"09.0101",2,5,"R",1
100663,"09.0101",1,7,"R",14
100663,"09.0908",1,6,"R",3
100663,"11.0101",1,5,"R",108
100663,"11.0101",1,7,"R",268
100663,"11.0101",1,17,"R",5
100663,"11.0401",1,7,"R",88
100663,"11.1003",1,6,"R",0
100663,"11.1003",1,7,"R",21
100663,"13.0101",1,7,"R",3
100663,"13.0101",1,8,"R",6
100663,"13.0301",1,7,"R",10
100663,"13.0401",1,7,"R",6
100663,"13.0401",1,8,"R",2
100663,"13.0401",1,17,"R",1
100663,"13.0406",1,6,"R",6
100663,"13.0406",1,7,"R",8
100663,"13.0604",1,7,"R",27
100663,"13.1001",1,6,"R",0
100663,"13.1001",1,7,"R",12
100663,"13.1101",1,6,"R",6
100663,"13.1101",1,7,"R",41
100663,"13.1202",1,5,"R",35
100663,"13.1202",1,7,"R",9
100663,"13.1205",1,5,"R",15
100663,"13.1205",1,7,"R",14
100663,"13.1210",1,5,"R",15
100663,"13.1210",1,7,"R",0
100663,"13.1210",1,17,"R",3
100663,"13.1302",1,7,"R",0
100663,"13.1307",1,6,"R",5
100663,"13.1314",1,5,"R",101
100663,"13.1314",1,7,"R",16
100663,"13.1315",1,7,"R",2
100663,"13.1401",1,6,"R",9
100663,"13.1401",1,7,"R",15
100663,"13.1401",1,8,"R",4
100663,"14.0101",1,5,"R",6
100663,"14.0101",1,7,"R",92
100663,"14.0501",1,5,"R",50
100663,"14.0501",1,7,"R",7
100663,"14.0501",1,17,"R",5
100663,"14.0801",1,5,"R",24
100663,"14.0801",1,7,"R",21
100663,"14.0801",1,17,"R",0
100663,"14.0901",1,17,"R",4
100663,"14.1001",1,5,"R",32
100663,"14.1801",1,5,"R",12
100663,"14.1801",1,7,"R",6
100663,"14.1801",1,17,"R",2
100663,"14.1901",1,5,"R",42
100663,"14.1901",1,7,"R",18
100663,"14.1901",1,17,"R",1
100663,"14.3301",1,6,"R",0
100663,"14.4701",1,7,"R",23
100663,"14.9999",1,7,"R",16
100663,"14.9999",1,17,"R",2
100663,"16.0101",1,5,"R",18
100663,"16.0101",2,5,"R",3
100663,"16.0905",1,2,"R",6
100663,"23.0101",1,5,"R",45
100663,"23.0101",2,5,"R",8
100663,"23.0101",1,7,"R",9
100663,"23.1301",1,5,"R",1
100663,"24.0102",1,5,"R",79
100663,"24.0199",1,5,"R",14
100663,"24.0199",2,5,"R",1
100663,"26.0101",1,5,"R",127
100663,"26.0101",1,6,"R",0
100663,"26.0101",1,7,"R",9
100663,"26.0101",1,17,"R",8
100663,"26.0102",1,5,"R",165
100663,"26.0102",1,7,"R",124
100663,"26.0205",1,17,"R",2
100663,"26.0401",1,17,"R",17
100663,"26.0403",1,7,"R",5
100663,"26.0502",1,17,"R",13
100663,"26.0507",1,5,"R",30
100663,"26.0507",2,5,"R",1
100663,"26.0801",1,5,"R",24
100663,"26.0806",1,17,"R",5
100663,"26.0902",1,17,"R",9
100663,"26.0908",1,8,"R",4
100663,"26.0909",1,7,"R",1
100663,"26.0909",1,17,"R",1
100663,"26.0910",1,17,"R",2
100663,"26.0911",1,5,"R",16
100663,"26.1007",1,17,"R",1
100663,"26.1102",1,7,"R",1
100663,"26.1102",1,17,"R",2
100663,"26.1103",1,5,"R",4
100663,"26.1201",1,6,"R",8
100663,"26.1201",1,7,"R",42
100663,"26.1309",1,17,"R",8
100663,"26.1501",1,5,"R",91
100663,"26.1503",1,17,"R",9
100663,"27.0101",1,5,"R",17
100663,"27.0101",2,5,"R",1
100663,"27.0101",1,7,"R",8
100663,"27.0301",1,17,"R",4
100663,"27.0599",1,6,"R",8
100663,"30.0601",1,6,"R",1
100663,"30.0601",1,7,"R",9
100663,"30.1202",1,7,"R",4
100663,"30.1501",1,6,"R",0
100663,"30.1901",1,5,"R",11
100663,"30.1901",1,17,"R",2
100663,"30.2301",1,6,"R",3
100663,"30.2301",1,17,"R",3
100663,"30.9999",1,6,"R",19
100663,"30.9999",1,7,"R",17
100663,"31.0599",1,17,"R",5
100663,"38.0101",1,5,"R",11
100663,"38.0101",2,5,"R",7
100663,"40.0501",1,5,"R",47
100663,"40.0501",1,7,"R",3
100663,"40.0501",1,17,"R",8
100663,"40.0801",1,5,"R",7
100663,"40.0801",1,7,"R",6
100663,"40.0801",1,17,"R",4
100663,"40.1001",1,17,"R",0
100663,"41.0000",1,2,"R",2
100663,"42.0101",1,5,"R",234
100663,"42.0101",2,5,"R",3
100663,"42.0101",1,7,"R",15
100663,"42.0101",1,17,"R",12
100663,"43.0199",1,5,"R",89
100663,"43.0199",2,5,"R",1
100663,"43.0199",1,7,"R",9
100663,"43.0403",1,5,"R",21
100663,"43.0403",2,5,"R",1
100663,"43.0406",1,7,"R",10
100663,"44.0401",1,6,"R",13
100663,"44.0401",1,7,"R",25
100663,"44.0701",1,5,"R",50
100663,"45.0101",1,21,"R",1
100663,"45.0102",1,6,"R",16
100663,"45.0201",1,5,"R",10
100663,"45.0201",2,5,"R",1
100663,"45.0299",1,7,"R",3
100663,"45.1001",1,5,"R",33
100663,"45.1001",2,5,"R",2
100663,"45.1101",1,5,"R",36
100663,"45.1101",1,7,"R",25
100663,"45.1101",1,17,"R",1
100663,"45.9999",1,5,"R",2
100663,"45.9999",2,5,"R",1
100663,"50.0501",1,5,"R",14
100663,"50.0509",1,5,"R",9
100663,"50.0701",1,5,"R",45
100663,"50.0703",1,7,"R",3
100663,"50.0901",1,5,"R",16
100663,"51.0001",1,5,"R",11
100663,"51.0001",1,6,"R",8
100663,"51.0001",1,7,"R",6
100663,"51.0401",1,18,"R",86
100663,"51.0501",1,7,"R",19
100663,"51.0501",1,8,"R",10
100663,"51.0599",1,8,"R",27
100663,"51.0601",1,2,"R",16
100663,"51.0701",1,5,"R",109
100663,"51.0701",1,6,"R",2
100663,"51.0701",1,7,"R",54
100663,"51.0701",1,17,"R",14
100663,"51.0799",1,6,"R",7
100663,"51.0799",1,7,"R",20
100663,"51.0905",1,7,"R",7
100663,"51.0912",1,7,"R",56
100663,"51.1005",1,7,"R",16
100663,"51.1099",1,7,"R",0
100663,"51.1201",1,18,"R",176
100663,"51.1503",1,7,"R",26
100663,"51.1508",1,6,"R",4
100663,"51.1508",1,21,"R",29
100663,"51.1509",1,7,"R",8
100663,"51.1701",1,18,"R",58
100663,"51.2201",1,5,"R",89
100663,"51.2201",1,6,"R",24
100663,"51.2201",1,7,"R",231
100663,"51.2201",1,8,"R",15
100663,"51.2201",1,18,"R",6
100663,"51.2202",1,17,"R",0
100663,"51.2205",1,7,"R",8
100663,"51.2212",1,17,"R",3
100663,"51.2213",1,6,"R",57
100663,"51.2213",1,7,"R",37
100663,"51.2306",1,7,"R",10
100663,"51.2306",1,18,"R",69
100663,"51.2308",1,18,"R",52
100663,"51.2399",1,6,"R",16
100663,"51.2399",1,17,"R",3
100663,"51.2706",1,6,"R",2
100663,"51.3102",1,6,"R",21
100663,"51.3102",1,7,"R",53
100663,"51.3102",1,8,"R",6
100663,"51.3801",1,5,"R",394
100663,"51.3801",1,7,"R",474
100663,"51.3804",1,7,"R",0
100663,"51.3808",1,17,"R",7
100663,"51.3818",1,18,"R",178
100663,"51.9999",1,7,"R",3
100663,"52.0201",1,5,"R",83
100663,"52.0201",1,6,"R",0
100663,"52.0201",1,7,"R",306
100663,"52.0201",1,8,"R",7
100663,"52.0206",1,2,"R",1
100663,"52.0213",1,6,"R",13
100663,"52.0213",1,21,"R",3
100663,"52.0299",1,5,"R",60
100663,"52.0301",1,2,"R",12
100663,"52.0301",1,5,"R",113
100663,"52.0301",1,7,"R",41
100663,"52.0601",1,5,"R",19
100663,"52.0701",1,5,"R",14
100663,"52.0701",2,5,"R",2
100663,"52.0801",1,5,"R",72
100663,"52.0801",2,5,"R",1
100663,"52.1001",1,5,"R",39
100663,"52.1201",1,2,"R",0
100663,"52.1201",1,5,"R",66
100663,"52.1201",2,5,"R",3
100663,"52.1201",1,6,"R",36
100663,"52.1201",1,7,"R",42
100663,"52.1201",1,21,"R",24
100663,"52.1401",1,2,"R",0
100663,"52.1401",1,5,"R",77
100663,"52.1401",2,5,"R",1
100663,"52.1404",1,6,"R",3
100663,"52.1501",1,21,"R",1
100663,"52.1804",1,2,"R",29
100663,"54.0101",1,5,"R",33
100663,"54.0101",2,5,"R",9
100663,"54.0101",1,7,"R",6
100663,"99",1,2,"R",66
100663,"99",1,5,"R",2945
100663,"99",2,5,"R",47
100663,"99",1,6,"R",290
100663,"99",1,7,"R",2488
100663,"99",1,8,"R",81
100663,"99",1,17,"R",166
100663,"99",1,18,"R",625
100663,"99",1,21,"R",58
100690,"11.0801",1,3,"R",2
100690,"13.0406",1,17,"R",1
100690,"19.0701",1,3,"R",8
100690,"19.0701",1,5,"R",9
100690,"19.0707",1,7,"R",12
100690,"22.0000",1,3,"R",0
100690,"24.0101",1,3,"R",1
100690,"30.0000",1,17,"R",4
100690,"38.0203",1,7,"R",5
100690,"39.0201",1,3,"R",7
100690,"39.0201",1,5,"R",12
100690,"39.0201",1,7,"R",5
100690,"39.0201",1,17,"R",0
100690,"39.0401",1,7,"R",1
100690,"39.0602",1,7,"R",18
100690,"39.0699",1,17,"R",0
100690,"39.0701",1,7,"R",11
100690,"39.0701",1,17,"R",4
100690,"43.0104",1,3,"R",5
100690,"43.0104",1,5,"R",7
100690,"51.1505",1,7,"R",5
100690,"51.1505",1,17,"R",5
100690,"52.0201",1,3,"R",14
100690,"52.0201",1,5,"R",13
100690,"52.0201",1,7,"R",0
100690,"52.0213",1,7,"R",10
100690,"52.0213",1,17,"R",6
100690,"52.1001",1,3,"R",4
100690,"52.1001",1,5,"R",4
100690,"52.1001",1,7,"R",13
100690,"52.1299",1,3,"R",3
100690,"52.1299",1,5,"R",1
100690,"99",1,3,"R",44
100690,"99",1,5,"R",46
100690,"99",1,7,"R",80
100690,"99",1,17,"R",20
100706,"09.0100",1,7,"R",8
100706,"09.0101",1,5,"R",15
100706,"11.0701",1,5,"R",111
100706,"11.0701",2,5,"R",2
100706,"11.0701",1,6,"R",0
100706,"11.0701",1,7,"R",53
100706,"11.0701",1,17,"R",3
100706,"11.0804",1,6,"R",0
100706,"11.0804",1,17,"R",0
100706,"11.1003",1,5,"R",0
100706,"11.1003",1,6,"R",0
100706,"11.1003",1,7,"R",38
100706,"11.1003",1,21,"R",0
100706,"13.1015",1,5,"R",4
100706,"13.1202",1,5,"R",18
100706,"13.1202",1,7,"R",3
100706,"13.1205",1,5,"R",11
100706,"13.1205",1,7,"R",4
100706,"13.1206",1,6,"R",0
100706,"13.1206",1,7,"R",11
100706,"13.1401",1,6,"R",2
100706,"14.0101",1,7,"R",92
100706,"14.0201",1,5,"R",116
100706,"14.0201",1,7,"R",35
100706,"14.0201",1,17,"R",2
100706,"14.0701",1,5,"R",25
100706,"14.0801",1,5,"R",34
100706,"14.0801",1,17,"R",2
100706,"14.0901",1,5,"R",47
100706,"14.0901",1,6,"R",0
100706,"14.0901",1,7,"R",11
100706,"14.0901",1,17,"R",2
100706,"14.0999",1,5,"R",29
100706,"14.1001",1,5,"R",45
100706,"14.1001",1,17,"R",5
100706,"14.1901",1,5,"R",121
100706,"14.1901",1,17,"R",6
100706,"14.3501",1,5,"R",49
100706,"14.3501",1,17,"R",3
100706,"14.9999",1,5,"R",0
100706,"14.9999",1,7,"R",1
100706,"14.9999",1,17,"R",2
100706,"15.0000",1,5,"R",18
100706,"16.0101",1,5,"R",4
100706,"16.0101",2,5,"R",2
100706,"16.0101",1,21,"R",1
100706,"19.0707",1,5,"R",3
100706,"23.0101",1,5,"R",25
100706,"23.0101",2,5,"R",1
100706,"23.0101",1,7,"R",13
100706,"23.1301",1,5,"R",8
100706,"23.1303",1,6,"R",13
100706,"26.0101",1,5,"R",91
100706,"26.0101",2,5,"R",5
100706,"26.0101",1,7,"R",12
100706,"26.1201",1,17,"R",3
100706,"27.0101",1,5,"R",23
100706,"27.0101",2,5,"R",2
100706,"27.0101",1,7,"R",3
100706,"27.0301",1,17,"R",0
100706,"30.7001",1,6,"R",0
100706,"30.7001",1,21,"R",0
100706,"30.9999",1,5,"R",23
100706,"30.9999",1,6,"R",2
100706,"30.9999",1,7,"R",1
100706,"30.9999",1,17,"R",0
100706,"31.0504",1,5,"R",8
100706,"31.0505",1,5,"R",32
100706,"31.0505",1,7,"R",0
100706,"38.0101",1,5,"R",1
100706,"38.0101",2,5,"R",2
100706,"40.0401",1,7,"R",0
100706,"40.0401",1,17,"R",3
100706,"40.0501",1,5,"R",19
100706,"40.0501",2,5,"R",1
100706,"40.0501",1,7,"R",6
100706,"40.0599",1,17,"R",0
100706,"40.0801",1,5,"R",26
100706,"40.0801",2,5,"R",1
100706,"40.0801",1,7,"R",2
100706,"40.0801",1,17,"R",4
100706,"40.1001",1,17,"R",1
100706,"40.9999",1,5,"R",18
100706,"40.9999",1,7,"R",13
100706,"40.9999",1,17,"R",6
100706,"42.0101",1,5,"R",37
100706,"42.0101",2,5,"R",1
100706,"42.0101",1,7,"R",10
100706,"42.2813",1,17,"R",0
100706,"42.2814",1,7,"R",12
100706,"44.0401",1,7,"R",2
100706,"45.0101",1,21,"R",1
100706,"45.0702",1,6,"R",0
100706,"45.0702",1,21,"R",0
100706,"45.0902",1,6,"R",3
100706,"45.1001",1,5,"R",8
100706,"45.1001",1,21,"R",5
100706,"45.1101",1,5,"R",9
100706,"45.1101",2,5,"R",8
100706,"50.0501",1,5,"R",4
100706,"50.0501",2,5,"R",4
100706,"50.0701",1,5,"R",50
100706,"50.0701",2,5,"R",1
100706,"50.0901",1,5,"R",7
100706,"51.3203",1,6,"R",0
100706,"51.3801",1,5,"R",154
100706,"51.3801",1,7,"R",111
100706,"51.3801",1,8,"R",0
100706,"51.3805",1,8,"R",1
100706,"51.3808",1,17,"R",3
100706,"51.3818",1,18,"R",28
100706,"52.0101",1,5,"R",6
100706,"52.0201",1,5,"R",67
100706,"52.0201",2,5,"R",2
100706,"52.0201",1,6,"R",0
100706,"52.0201",1,7,"R",66
100706,"52.0202",1,5,"R",0
100706,"52.0202",1,6,"R",3
100706,"52.0203",1,6,"R",0
100706,"52.0203",1,7,"R",10
100706,"52.0301",1,5,"R",26
100706,"52.0301",1,6,"R",0
100706,"52.0301",1,7,"R",11
100706,"52.0601",1,5,"R",12
100706,"52.0801",1,5,"R",38
100706,"52.0801",2,5,"R",1
100706,"52.1001",1,6,"R",0
100706,"52.1201",1,5,"R",85
100706,"52.1201",1,7,"R",10
100706,"52.1206",1,6,"R",0
100706,"52.1301",1,5,"R",0
100706,"52.1301",1,6,"R",4
100706,"52.1301",1,7,"R",58
100706,"52.1401",1,5,"R",28
100706,"54.0101",1,5,"R",15
100706,"54.0101",1,6,"R",0
100706,"54.0101",1,7,"R",6
100706,"99",1,5,"R",1470
100706,"99",2,5,"R",33
100706,"99",1,6,"R",27
100706,"99",1,7,"R",602
100706,"99",1,8,"R",1
100706,"99",1,17,"R",45
100706,"99",1,18,"R",28
100706,"99",1,21,"R",7
100724,"09.0101",1,5,"R",24
100724,"11.0401",1,5,"R",14
100724,"11.0701",1,5,"R",5
100724,"11.1099",1,7,"R",7
100724,"13.0101",1,8,"R",0
100724,"13.0401",1,7,"R",4
100724,"13.0401",1,8,"R",0
100724,"13.0401",1,17,"R",4
100724,"13.0501",1,6,"R",0
100724,"13.0501",1,7,"R",0
100724,"13.0501",1,8,"R",0
100724,"13.1001",1,5,"R",1
100724,"13.1001",1,7,"R",2
100724,"13.1101",1,7,"R",2
100724,"13.1101",1,8,"R",0
100724,"13.1202",1,5,"R",9
100724,"13.1205",1,5,"R",2
100724,"13.1205",1,7,"R",2
100724,"13.1206",1,7,"R",10
100724,"13.1210",1,5,"R",10
100724,"13.1210",1,7,"R",1
100724,"13.1312",1,5,"R",5
100724,"13.1314",1,5,"R",8
100724,"14.0501",1,5,"R",6
100724,"23.0101",1,5,"R",4
100724,"26.0101",1,5,"R",51
100724,"26.0101",1,7,"R",3
100724,"26.0502",1,17,"R",3
100724,"26.1302",1,5,"R",0
100724,"27.0101",1,5,"R",3
100724,"27.0101",1,7,"R",1
100724,"30.9999",1,5,"R",46
100724,"31.0301",1,5,"R",6
100724,"40.0501",1,5,"R",4
100724,"40.0510",1,5,"R",6
100724,"42.0101",1,5,"R",30
100724,"43.0104",1,5,"R",45
100724,"43.0402",1,5,"R",13
100724,"43.0406",1,7,"R",4
100724,"44.0701",1,5,"R",18
100724,"44.0701",1,7,"R",15
100724,"44.9999",1,7,"R",8
100724,"45.1001",1,5,"R",14
100724,"50.0301",1,5,"R",13
100724,"50.0501",1,5,"R",14
100724,"50.0701",1,5,"R",4
100724,"50.0901",1,5,"R",18
100724,"51.0706",1,5,"R",13
100724,"51.2306",1,7,"R",17
100724,"51.2307",1,7,"R",10
100724,"51.2308",1,18,"R",23
100724,"51.2310",1,7,"R",2
100724,"51.2310",1,8,"R",0
100724,"51.2399",1,5,"R",28
100724,"52.0201",1,5,"R",26
100724,"52.0201",1,7,"R",55
100724,"52.0301",1,5,"R",13
100724,"52.0301",1,7,"R",24
100724,"52.0801",1,5,"R",6
100724,"52.1401",1,5,"R",11
100724,"54.0101",1,5,"R",0
100724,"54.0101",1,7,"R",0
100724,"99",1,5,"R",470
100724,"99",1,6,"R",0
100724,"99",1,7,"R",167
100724,"99",1,8,"R",0
100724,"99",1,17,"R",7
100724,"99",1,18,"R",23
100751,"03.0104",1,5,"R",45
100751,"03.0104",2,5,"R",1
100751,"04.0301",1,5,"R",0
100751,"05.0102",1,5,"R",2
100751,"05.0102",2,5,"R",1
100751,"05.0102",1,7,"R",6
100751,"05.0103",1,5,"R",0
100751,"05.0107",1,5,"R",0
100751,"05.0107",1,7,"R",0
100751,"05.0201",1,5,"R",7
100751,"05.0207",1,7,"R",11
100751,"05.0207",1,8,"R",0
100751,"09.0101",1,5,"R",158
100751,"09.0101",2,5,"R",10
100751,"09.0101",1,7,"R",61
100751,"09.0102",1,17,"R",0
100751,"09.0199",1,17,"R",9
100751,"09.0401",1,5,"R",0
100751,"09.0401",1,7,"R",0
100751,"09.0401",1,17,"R",0
100751,"09.0499",1,5,"R",88
100751,"09.0499",2,5,"R",2
100751,"09.0499",1,7,"R",33
100751,"09.0701",1,5,"R",0
100751,"09.0701",1,7,"R",0
100751,"09.0799",1,5,"R",88
100751,"09.0799",2,5,"R",5
100751,"09.0902",1,5,"R",208
100751,"09.0902",2,5,"R",4
100751,"09.0903",1,5,"R",86
100751,"09.0903",2,5,"R",1
100751,"09.0903",1,6,"R",1
100751,"09.0903",1,7,"R",38
100751,"11.0101",1,5,"R",105
100751,"11.0101",2,5,"R",3
100751,"11.0101",1,7,"R",23
100751,"11.0101",1,17,"R",3
100751,"11.1003",1,5,"R",3
100751,"13.0301",1,8,"R",0
100751,"13.0301",1,17,"R",0
100751,"13.0401",1,7,"R",9
100751,"13.0401",1,8,"R",16
100751,"13.0401",1,17,"R",4
100751,"13.0404",1,7,"R",0
100751,"13.0404",1,8,"R",0
100751,"13.0404",1,17,"R",17
100751,"13.0406",1,7,"R",14
100751,"13.0406",1,8,"R",9
100751,"13.0406",1,17,"R",13
100751,"13.0408",1,17,"R",0
100751,"13.0409",1,17,"R",0
100751,"13.0501",1,7,"R",38
100751,"13.0501",1,8,"R",1
100751,"13.0603",1,6,"R",0
100751,"13.0603",1,8,"R",11
100751,"13.0603",1,17,"R",4
100751,"13.0607",1,5,"R",6
100751,"13.1001",1,5,"R",33
100751,"13.1001",1,7,"R",36
100751,"13.1001",1,8,"R",7
100751,"13.1001",1,17,"R",7
100751,"13.1101",1,7,"R",3
100751,"13.1101",1,8,"R",7
100751,"13.1101",1,17,"R",1
100751,"13.1202",1,5,"R",87
100751,"13.1202",1,7,"R",29
100751,"13.1202",1,8,"R",4
100751,"13.1202",1,17,"R",2
100751,"13.1205",1,5,"R",25
100751,"13.1205",1,7,"R",22
100751,"13.1205",1,8,"R",6
100751,"13.1205",1,17,"R",8
100751,"13.1210",1,5,"R",0
100751,"13.1210",1,7,"R",0
100751,"13.1210",1,8,"R",0
100751,"13.1302",1,5,"R",0
100751,"13.1302",1,7,"R",0
100751,"13.1302",1,8,"R",0
100751,"13.1307",1,8,"R",0
100751,"13.1307",1,17,"R",0
100751,"13.1312",1,5,"R",14
100751,"13.1312",1,7,"R",0
100751,"13.1312",1,8,"R",0
100751,"13.1312",1,17,"R",0
100751,"13.1314",1,5,"R",0
100751,"13.1314",1,7,"R",0
100751,"13.1314",1,8,"R",0
100751,"13.1315",1,7,"R",0
100751,"13.1315",1,8,"R",0
100751,"13.1399",1,8,"R",0
100751,"13.1401",1,7,"R",10
100751,"14.0101",1,7,"R",0
100751,"14.0201",1,5,"R",92
100751,"14.0201",1,7,"R",43
100751,"14.0201",1,17,"R",8
100751,"14.0401",1,5,"R",6
100751,"14.0701",1,5,"R",123
100751,"14.0701",1,7,"R",10
100751,"14.0701",1,17,"R",7
100751,"14.0801",1,5,"R",97
100751,"14.0801",2,5,"R",1
100751,"14.0801",1,7,"R",20
100751,"14.0801",1,17,"R",9
100751,"14.0901",1,5,"R",24
100751,"14.1001",1,5,"R",46
100751,"14.1001",1,7,"R",6
100751,"14.1001",1,17,"R",6
100751,"14.1099",1,5,"R",2
100751,"14.1101",1,7,"R",0
100751,"14.1101",1,17,"R",0
100751,"14.1401",1,5,"R",13
100751,"14.1401",1,7,"R",4
100751,"14.1801",1,17,"R",4
100751,"14.1901",1,5,"R",231
100751,"14.1901",1,7,"R",34
100751,"14.1901",1,17,"R",9
100751,"14.2001",1,5,"R",8
100751,"14.2001",1,7,"R",5
100751,"14.2101",1,5,"R",0
100751,"14.2101",1,7,"R",0
100751,"14.2501",1,5,"R",0
100751,"14.2501",1,7,"R",0
100751,"14.3301",1,4,"R",0
100751,"14.3301",1,5,"R",20
100751,"14.3501",1,5,"R",0
100751,"14.3501",1,7,"R",0
100751,"14.3601",1,4,"R",0
100751,"14.3601",1,5,"R",0
100751,"16.0101",1,5,"R",11
100751,"16.0101",2,5,"R",18
100751,"16.0402",1,5,"R",0
100751,"16.0501",1,5,"R",0
100751,"16.0501",1,7,"R",2
100751,"16.0900",1,7,"R",11
100751,"16.0900",1,17,"R",0
100751,"16.0901",1,5,"R",0
100751,"16.0901",1,7,"R",0
100751,"16.0901",1,17,"R",0
100751,"16.0905",1,5,"R",11
100751,"16.0905",2,5,"R",20
100751,"16.0905",1,7,"R",0
100751,"16.0905",1,17,"R",0
100751,"16.0999",1,7,"R",0
100751,"16.0999",1,17,"R",0
100751,"16.1200",1,5,"R",0
100751,"19.0101",1,5,"R",111
100751,"19.0101",1,7,"R",18
100751,"19.0401",1,5,"R",47
100751,"19.0401",1,7,"R",29
100751,"19.0402",1,5,"R",0
100751,"19.0403",1,6,"R",13
100751,"19.0501",1,5,"R",0
100751,"19.0504",1,5,"R",102
100751,"19.0504",2,5,"R",2
100751,"19.0504",1,7,"R",123
100751,"19.0504",1,17,"R",2
100751,"19.0701",1,5,"R",93
100751,"19.0701",2,5,"R",1
100751,"19.0701",1,7,"R",15
100751,"19.0707",1,5,"R",3
100751,"19.0711",1,5,"R",24
100751,"19.0799",1,5,"R",0
100751,"19.0901",1,5,"R",35
100751,"19.9999",1,5,"R",0
100751,"22.0101",1,18,"R",153
100751,"22.0202",1,7,"R",0
100751,"22.0203",1,17,"R",0
100751,"22.0209",1,8,"R",0
100751,"22.0211",1,7,"R",21
100751,"22.0299",1,7,"R",0
100751,"22.0299",1,8,"R",0
100751,"22.9999",1,8,"R",0
100751,"23.0101",1,5,"R",65
100751,"23.0101",2,5,"R",26
100751,"23.0101",1,7,"R",13
100751,"23.0101",1,17,"R",3
100751,"23.1302",1,7,"R",9
100751,"23.1304",1,5,"R",0
100751,"23.1304",1,7,"R",0
100751,"24.0101",1,5,"R",1
100751,"24.0199",1,5,"R",0
100751,"25.0101",1,7,"R",120
100751,"25.0101",1,8,"R",3
100751,"25.0101",1,17,"R",0
100751,"26.0101",1,5,"R",219
100751,"26.0101",2,5,"R",4
100751,"26.0101",1,7,"R",12
100751,"26.0101",1,17,"R",8
100751,"26.0502",1,5,"R",15
100751,"26.0503",1,5,"R",0
100751,"26.0503",1,7,"R",0
100751,"26.1302",1,5,"R",13
100751,"26.1302",1,7,"R",1
100751,"26.1501",1,5,"R",1
100751,"27.0101",1,5,"R",53
100751,"27.0101",2,5,"R",35
100751,"27.0101",1,7,"R",13
100751,"27.0101",1,17,"R",5
100751,"27.0301",1,5,"R",0
100751,"27.0301",1,7,"R",0
100751,"27.0301",1,17,"R",0
100751,"27.0501",1,5,"R",0
100751,"27.0502",1,7,"R",0
100751,"27.0502",1,17,"R",0
100751,"27.0601",1,7,"R",11
100751,"27.0601",1,17,"R",2
100751,"27.9999",1,7,"R",0
100751,"27.9999",1,17,"R",0
100751,"30.0000",1,5,"R",70
100751,"30.0000",1,7,"R",0
100751,"30.0000",1,8,"R",0
100751,"30.0000",1,17,"R",1
100751,"30.0101",1,5,"R",0
100751,"30.1401",1,6,"R",7
100751,"30.2001",1,4,"R",0
100751,"30.4401",1,5,"R",16
100751,"30.4401",2,5,"R",2
100751,"30.4401",1,7,"R",11
