wikidata,studentCount,studentYear,establishedYear,officialWebsite
Q6452208,,,1950,
Q1781263,16800,,1982,https://www.unibs.it
Q7525103,438,,1970,
Q59536738,,,1972,
Q3739702,,,1941,https://www.ablaikhan.kz/kz/
Q448403,,,1999,
Q7559831,534,,2001,
Q56368232,,,2016,https://duit.edu.ua/
Q6974025,,,1997,https://www.nliu.ac.in
Q30293976,,,,
Q19898640,,,2001,
Q124526168,,,,https://khnnra.edu.ua
Q30265079,,,1985,
Q5261435,,,2002,
Q4689844,,,,
Q1604967,3163,,1890,https://www.hsu.edu/
Q5440473,,,2011,
Q11140382,,,1984,
Q5148983,,,1888,https://www.womenscollege.du.edu/
Q52851479,,,,
Q136351860,,,1994,https://www.aebriteiros.pt
Q30286958,,,,
Q5270173,18693,,1949,
Q141193783,,,2004,https://peninsulacollege.edu.my
Q11590000,1246,,1963,
Q48896669,,,2016,https://ru.smbu.edu.cn/
Q11552684,,,2004,
Q39057033,,,2009,
Q7570576,843,,1947,
Q3734498,,,2007,
Q2079798,,,1916,https://cn.mentseekhang.org/
Q176473,,,1917,https://orientale.it
Q136663771,,,2009,https://www.uni.lu/snt-en/
Q140045978,,,,https://www.dal.ca/study/faculties/agriculture/research/research-labs-groups-facilities/Atlantic-institute-for-digital-agriculture.html
Q109921238,,,2000,
Q5575518,,,1985,
Q7260235,,,1962,https://www.pau.edu
Q109913236,,,2001,https://www.amikjtc.com
Q4967069,,,1935,
Q2115997,708,,2010,
Q30293785,,,,
Q139407942,,,1988,https://amce.edu.et
Q4125411,,,,
Q4304088,40000,,1932,
Q314684,17668,,1971,
Q109358749,,,2021,https://www.iput.ac.jp/nagoya/
Q138460681,,,,https://groupe-espi.fr/campus/espi-paris/
Q7163224,,,1950,
Q2040973,,,1958,
Q16092702,,,1997,
Q6865522,,,1979,
Q1552010,8140,,1931,
Q7673988,5823,,1965,
Q1036470,25992,,1889,
Q1053895,,,1907,
Q24062130,2288,,1966,
Q139771681,,,2010,https://cpmh.org.za
Q136663942,,,,
Q30257552,,,,
Q7082022,,,2005,https://www.oist.jp/
Q18655712,,,1952,
Q12987221,,,1990,https://www.msuniv.ac.in
Q3809460,,,1974,
Q1847733,,,1993,https://www.uph.edu
Q5684437,,,1992,
Q194266,1850,,1842,https://www.owu.edu/
Q74544523,,,,
Q1520608,7000,,1989,
Q16733493,1190,,2013,
Q134524051,,,2015,https://gmcomu.ac.in
Q2737843,,,1922,
Q1814795,,,2008,
Q14710034,4885,,1897,https://www.lmunet.edu/
Q109913143,,,1996,
Q109911508,,,,https://setiaws.ac.id
Q136448351,,,,https://www.ucslp.edu.mx
Q65062311,,,2002,https://www.ybzy.cn/
Q7895019,,,1986,https://www.uasd.edu
Q5095318,,,1950,
Q3551638,,,2002,
Q3346308,,,1986,
Q12513052,,,2018,https://iaknmanado.ac.id/
Q569243,,,1985,
Q1742161,,,1971,https://web.umons.ac.be
Q4866248,,,1959,
Q5970220,,,1986,
Q103543287,,,2018,
Q1741154,10500,,1930,https://www.knuba.edu.ua/
Q4957110,,,1890,https://www.brandonu.ca/
Q7961486,49695,,1970,
Q130350550,,,,
Q4782977,,,1980,
Q1492903,,,,https://gc.edu.gm
Q5373192,883,,1919,
Q25458628,,,2018,https://www.unjaya.ac.id
Q6922044,1200,,1913,
Q141194471,,,1997,https://www.ktac.edu.my
Q107724280,,,2021,https://philomath.edu.ng
Q1787936,1167,,1919,
Q137944039,,,1955,https://www.52gkb.ru
Q7294680,,,2006,
Q7895524,,,1882,https://medicine.uic.edu/
Q138860640,,,1964,
Q30263821,,,1992,
Q1240270,,,2001,
Q550263,,,1938,
Q4696572,,,1959,https://www.ait.ac.jp/e/index.html
Q735049,13991,,1966,https://www.umbc.edu/
Q240631,75047,,1808,https://www.bg.ac.rs/
Q61931372,,,1948,https://kukiit.ru/
Q624560,6612,,1913,https://www.humboldt.edu
Q498401,12000,,2005,https://www.uis.no/
Q141194740,,,,https://www.reliance.edu.my
Q12909391,,,2004,https://msu.edu.mk/
Q1041737,28289,,1943,https://carleton.ca/
Q30268739,,,,
Q30637987,,,2017,
Q132803437,,,1993,https://www.coea.ac.in
Q30268459,,,1911,
Q2386124,,,1837,https://www.conservatoriliceu.es
Q109910752,,,2000,https://www.stiabandung.ac.id
Q123512446,,,,https://www.upgrad.com
Q3068593,,,1959,
Q5148854,993,,1962,
Q6781624,,,1932,
Q7914822,,,1946,
Q15928245,,,1958,
Q5595931,1879,,1972,
Q12471193,,,2010,
Q6381094,2268,,2012,https://www.knu.ac.in
Q1661242,4800,,1958,https://www.iitb.ac.in
Q3547533,,,1991,https://www.apc.edu.ph
Q5241643,3765,,1963,
Q5397361,,,2002,https://direitosp.fgv.br/
Q109913091,,,2017,
Q4179041,,,,https://www.ipn.pt/
Q15261111,,,1951,
Q59188565,,,2012,
Q1537436,,,1946,
Q30266476,,,,
Q109912001,,,2019,https://uss.ac.id
Q11417330,886,,1964,
Q6973608,,,1967,
Q7427390,,,1965,
Q7395016,,,1961,
Q3567094,1322,,1898,https://weill.cornell.edu/
Q5500134,,,1986,
Q4679820,,,1991,
Q10302373,,,1950,
Q109913248,,,,https://www.stthf.ac.id
Q2056855,,,1932,
Q10771907,,,,
Q5395262,,,1985,
Q118314816,,,,https://rdu.edu.tr
Q2874477,,,1897,
Q3595326,,,2006,https://www.niser.ac.in/index.php
Q7987232,10072,,1946,
Q120629540,,,2022,https://buhs.ac.in
Q6480842,723,,1937,
Q130537758,,,,https://www.santamarcelina.edu.br/faculdade/muriae
Q5971383,,,2009,
Q5913494,3821,,1967,
Q5149845,,,1993,https://www.columbiasouthern.edu/
Q4146980,6718,,1889,https://suny.oneonta.edu
Q11432885,,,1908,
Q136663580,,,2022,https://www.uptm.edu.my
Q132803391,,,1981,https://leitaoguerra.com.br
Q6053849,299,,1994,
Q116486082,,,2011,https://kcu.ac.ug/
Q4076909,,,1992,
Q105550548,,,1957,https://fundacionlasalle.com/
Q109913310,,,2015,https://www.stidkiarrahmah.ac.id
Q4837979,,,1962,
Q27139634,,,2010,
Q30294075,,,,
Q812648,15362,,1971,https://www.frankfurt-university.de/
Q2083886,10500,,1932,
Q1232267,,,1924,
Q123695042,,,2016,https://edufast.com.br
Q13140900,31400,,1991,
Q17224433,,,1960,
Q136663612,,,,https://www.medicina.ulisboa.pt/clinica-universitaria-de-obstetricia-e-ginecologia
Q1380226,627,,1991,
Q30274525,,,,
Q141194119,,,,https://kvbeaufort.moe.edu.my
Q30294055,,,1946,https://www.uajms.edu.bo
Q12506016,,,2001,
Q109911704,,,1980,https://staialhikmahpariangan.ac.id
Q7401824,1581,,1844,https://www.saintmarys.edu/
Q30294232,,,,
Q3534731,,,1875,
Q23975,,,1929,
Q46996980,,,,
Q30293963,,,,
Q109911933,,,1998,https://www.stiemp.ac.id
Q6020697,,,2008,
Q141195531,,,1995,https://kitab.edu.my
Q83512536,,,,https://instituciones.sld.cu/ucmvc/
Q12523437,,,2003,https://unpri.ac..id
Q1521341,752,,1966,
Q59821447,,,,
Q57980451,,,2018,https://poltek-furnitur.ac.id
Q7753142,,,1970,
Q1752540,,,1972,https://www.unical.it
Q6958486,,,2001,
Q8034212,,,,
Q20427183,,,2014,https://www.pnc.ac.id
Q139994581,,,1995,https://itred.edu.ec
Q5373193,1946,,1919,https://www.emmanuel.edu/
Q2075221,6885,,1970,
Q2694492,,,,https://www.cswalcheren.nl
Q21070475,,,2014,
Q7126068,,,2004,
Q459724,5786,,1971,
Q3812404,,,1996,
Q134524042,,,2012,https://putrabusinessschool.edu.my
Q7989410,,,1845,
Q97780209,,,,https://www.gtcfla.edu.cn/
Q30263757,,,1985,
Q7895569,,,1969,https://www.jammuuniversity.ac.in
Q6909049,11026,,1967,https://www.morainevalley.edu/
Q5434953,,,1984,
Q7611389,678,,1887,https://www.sterling.edu/
Q30261224,,,1989,https://hmi.dk
Q3152614,,,1998,https://www.isetcom.tn/
Q109436710,,,2020,
Q6689522,151,,1893,https://www.lpts.edu/
Q20426785,,,2000,https://www.stabkertarajasa.ac.id
Q588239,,,1959,https://tu.edu.np/
Q141195809,,,,
Q7603636,,,1980,
Q135983359,,,2008,https://rephip.unr.edu.ar/handle/2133/9014
Q6728390,2792,,1937,
Q1973130,,,1969,
Q14680717,7634,,1970,
Q16894685,,,1996,
Q7451444,,,1924,https://www.senzoku.ac.jp/music/
Q7895805,632,,2006,
Q129343050,,,2023,
Q7895485,,,1931,
Q30294178,,,,
Q280247,,,1960,https://www.uff.br/
Q109911643,,,,https://www.mmtc.ac.id
Q30294501,,,1981,https://www.umsj.ac.id
Q15889779,,,,https://www.mtc.edu.cn/
Q805790,,,1999,
Q4393424,,,1946,
Q5994929,445,,1967,https://www.iida.ac.jp/
Q720958,,,1873,
Q18355797,,,2002,
Q538452,41136,,1776,https://www.ubbcluj.ro/ro/
Q135095198,,,1975,https://csaegro.agricultura.gob.mx
Q1876567,,,2013,https://www.vives.be/
Q4334698,,,1920,
Q6156595,,,1979,
Q20127556,,,1960,https://injs-yaounde.com/
Q140908086,,,2017,https://stit-buntetpesantren.ac.id
Q1622229,4577,,1949,https://www.hfwu.de/
Q46492,,,1881,https://www.meiji.ac.jp
Q133811486,,,,https://lp2m.asia.ac.id
Q21574125,,,1996,
Q45312,,,1860,
Q10387870,,,,
Q7603624,5007,,1965,
Q4696574,,,1970,
Q4078422,,,2014,https://бюи.мвд.рф
Q16121223,,,2007,
Q30257698,,,1990,
Q7208069,4616,,1902,https://www.pointloma.edu/
Q934439,27792,,1973,https://www.unsj.edu.ar/
Q30293860,,,,
Q1628751,13500,,1941,
Q19059522,,,1921,
Q194622,,,1879,https://www.kunstmuseumbern.ch
Q1441203,5067,,1962,https://www.ph-freiburg.de/
Q6788155,,,2002,
Q4470477,,,1995,
Q3391585,,,1988,https://www.uab.pt
Q1584721,,,2005,
Q7678191,,,1955,
Q7105555,,,1915,
Q33121122,,,2008,https://www.paris-iea.fr
Q6165998,,,2008,https://www.jntua.ac.in
Q4929703,3462,,1967,
Q4005948,,,2006,https://www.uniroma5.it
Q7310500,,,1935,
Q945876,53949,,2019,https://www.univ-grenoble-alpes.fr/
Q30061626,,,,
Q926068,13835,,1952,https://www.unav.edu/
Q30286702,,,,
Q940919,33395,,1941,https://www.uvu.edu
Q140351138,,,2014,https://saera.eu
Q16682075,12446,,2015,https://www.univ-antilles.fr/
Q7913477,,,1995,
Q6971600,,,1886,
Q4705202,705,,2010,
Q6156432,,,,
Q3551403,,,1978,
Q3128583,2000,,1956,
Q4476741,,,,https://urfjc.com/
Q30257717,,,1996,https://sgii-smol.ru/
Q7496523,,,1926,
Q3578249,,,1919,https://mines-nancy.univ-lorraine.fr/
Q1470817,,,2011,
Q6023665,,,1916,https://southbend.iu.edu/
Q61931465,,,2001,
Q5330346,,,,
Q848138,,,1950,
Q7461225,,,1986,
Q5372188,,,1933,
Q4057042,,,1976,https://www.unah.edu.cu/
Q4848899,,,1964,
Q262760,12576,,1969,https://www.epfl.ch/
Q5071633,6427,,1885,
Q7338849,2178,,1933,https://www.rivier.edu/
Q129342842,,,2022,
Q117405641,,,,https://www.ceu.edu/campus
Q4411479,,,1996,
Q380454,,,2006,
Q61931266,,,2005,
Q136663468,,,2001,https://unileao.edu.br
Q33121396,,,1972,
Q5623285,,,2012,
Q8054618,,,1941,
Q5015963,,,,
Q1017656,,,1921,
Q482711,,,1950,
Q5764876,,,1975,https://www.hpuniv.ac.in
Q372608,12896,,1460,https://www.unibas.ch/
Q19749127,,,,
Q30266981,,,2009,
Q1442778,,,1996,
Q12235841,,,,https://uom.edu.sa
Q30262879,,,1983,
Q414034,,,1818,https://www.asp.krakow.pl
Q52236385,,,2018,
Q140871005,,,1996,https://pucesd.edu.ec
Q17066828,,,,
Q626872,,,1980,https://www.police.ac.kr
Q5150126,27621,,1963,https://www.cscc.edu/
Q2370088,,,1996,
Q7163264,,,1958,
Q7228278,,,1551,
Q16951582,9547,,1950,https://www.mercy.edu/
Q2496184,4169,,2000,https://unze.ba/
Q109911907,,,2004,https://stietenggarong.ac.id
Q141193950,,,2008,https://www.kktmmasjidtanah.edu.my
Q7001944,2506,,1965,https://www.neumann.edu/
Q5116067,,,1986,https://www.chukyogakuin-u.ac.jp/
Q28172782,,,2010,https://www.buat.edu.in
Q7976817,1576,,1850,
Q7904453,,,1965,
Q6048745,,,2011,https://www.alanyauniversity.edu.tr/
Q109912602,,,1998,https://www.akperpasarrebo.ac.id
Q1202292,,,1971,
Q28950140,,,1979,https://www.unr.ac.id
Q10829137,,,,https://thanhdo.edu.vn/
Q50040299,,,1977,
Q114340029,,,2016,https://crmefcasablancasettat.ma
Q7570038,,,1971,https://my.sit.ac.nz
Q4841315,,,1977,
Q133812008,,,1995,https://www.escuelasuperiordeaudio.com.ve
Q4314795,,,1995,
Q6367760,,,1997,
Q136762990,,,,https://www.culko.in
Q5380756,,,1983,
Q816145,16000,,1964,
Q8066311,,,2002,
Q3412216,,,1995,https://www.devinci.fr/
Q15662456,,,1991,https://www.mpu.edu.mo
Q14713041,2050,,1962,
Q12523292,,,2002,https://www.um-sorong.ac.id
Q10387876,,,2012,
Q20711881,,,2013,
Q126839657,,,2001,https://centla.tecnm.mx
Q7896213,1812,,1974,https://www.rio.edu/
Q21653939,,,2015,
Q56393961,,,2014,https://www.unusu.ac.id
Q7603621,2500,,1911,
Q2945328,,,1946,https://www.cfjparis.com/
Q25411285,,,1976,
Q721103,,,2006,
Q141194456,,,,https://kuypj.edu.my
Q5002596,7175,,1927,
Q109912903,,,2002,https://www.stiba.ac.id
Q6156565,,,2000,
Q635116,8500,,1975,
Q2370318,,,1959,
Q28174125,,,2016,https://www.iimj.ac.in
Q124092211,,,,https://afrigist.org/
Q14689503,,,1963,
Q4557443,,,1947,
Q91416054,,,1945,
Q7972303,,,1989,
Q141195441,,,1999,https://www.fmm.edu.my
Q19731019,,,,https://www.poltekkeskendari.ac.id
Q4705810,4037,,1958,
Q139771675,,,2016,https://alhayat.edu.so
Q4794168,,,2009,
Q30257799,,,,
Q6559121,,,1986,https://visualtheatre.co.il/
Q7894350,,,1972,
Q65379,28470,,1872,https://www.vt.edu/
Q12193470,,,2002,
Q7830888,43,,2003,
Q59535935,,,,
Q16480995,,,1977,https://viu.edu.vn/
Q6416339,,,1901,https://www.gmu.ac.jp/
Q19748970,,,,https://stt-abdiel.ac.id/
Q4693940,,,1981,
Q5115295,,,1938,
Q9091552,,,1981,
Q3330734,,,1963,
Q6346653,597,,1933,
Q7895617,,,1979,https://www.unisabana.edu.co/
Q15903750,,,1912,
Q6156836,,,2004,https://www.uhemisferios.edu.ec/
Q2495858,,,1974,
Q56840804,,,,
Q1541277,,,1996,
Q4959024,3852,,1968,
Q625421,,,1995,
Q24884635,,,2016,
Q1474005,7490,,1899,
Q8055408,4400,,1787,https://www.ycp.edu/
Q2860558,,,1913,
Q8190379,,,1965,
Q1887921,11579,,1989,https://notredame.edu.au/
Q140645731,,,1957,https://cetj.edu.ly
Q4370825,8500,,1914,
Q113551483,,,1825,https://benmac.edu.mx
Q56187114,20,,2021,https://www.utn.de/
Q6805357,,,2015,https://www.medicaps.ac.in
Q7603236,,,2005,https://www.ansb.pl/
Q1869074,,,2003,
Q16511695,,,2006,
Q30288273,,,,
Q248919,,,2005,
Q5616954,,,1958,
Q7692497,,,1982,
Q30257216,,,,
Q4696126,,,2009,https://www.ahduni.edu.in
Q140366450,,,2022,https://bitu.uz
Q12701153,,,,
Q7054751,1591,,1925,
Q135095644,,,,https://www.porto.ucp.pt/pt/Catedra-Poesia-e-Transcendencia-CPT
Q18162019,,,2014,
Q958696,,,1876,
Q133811661,,,,https://www.tum-create.edu.sg
Q6124050,,,1961,
Q3321306,6541,,1933,https://www.monroeu.edu/
Q7742212,,,1990,
Q141193952,,,,https://kksandakan.mypolycc.edu.my
Q108737445,,,2000,
Q4702165,,,2005,
Q140351709,,,,https://uhslc.soest.hawaii.edu
Q2946102,1751,,2011,
Q7896226,186,,1844,
Q2092214,17915,,1947,
Q14715762,528,,1894,
Q30297324,,,1992,
Q6471734,,,1973,
Q17997449,,,1962,https://www.untagcirebon.ac.id
Q30293849,,,,
Q263064,26314,,1909,https://ucsb.edu
Q46996982,,,,
Q3918532,,,1950,
Q30257277,,,1873,
Q8171840,798,,1925,
Q4398112,,,1993,
Q109910743,,,1997,
Q16096165,,,1984,
Q16434459,,,1989,https://scphtrang.ac.th
Q138460441,,,2017,https://www.ngiguwahati.in
Q7128010,26666,,1933,
Q138859871,,,2015,https://www.unavarra.es/sites/research-institutes/inarbe.html
Q141193948,,,2000,https://adteckulim.gov.my
Q28418182,,,,
Q141194636,,,,
Q495957,,,2002,
Q5969511,,,1979,
Q30337,,,2005,
Q39055282,,,2003,
Q5056933,,,1977,
Q12968020,,,,
Q15925839,,,2001,https://www.cdpc.edu.cn/
Q10302485,,,2008,
Q61931518,,,1948,
Q30265691,,,1951,
Q7382396,623,,1866,
Q109911956,,,1998,https://www.akademiperekammedis.ac.id
Q54874669,,,2017,https://www.alayen.edu.iq
Q827783,,,1973,https://www.tradoc.army.mil/
Q30265559,,,1987,
Q141195761,,,1996,
Q4936100,,,1963,
Q5062739,,,1991,
Q4953740,,,1993,
Q1135937,1353,,1949,https://www.obihiro.ac.jp/
Q6973718,,,2010,
Q16046916,,,1362,
Q5054305,,,2004,
Q12523339,,,1986,https://www.unisda.ac.id.
Q109922063,,,2014,
Q128123054,,,,https://www.aiu.edu.ly
Q7094417,15000,,1995,
Q3112939,1662,,1955,
Q636031,49,,1990,https://www.archivschule.de/
Q4351501,4500,,1918,
Q939721,,,1979,https://www.elclaustro.mx
Q12189982,,,1960,
Q109913401,,,2019,
Q11524575,,,1992,
Q30295568,,,,
Q1138384,21014,,1848,
Q141194808,,,1994,https://myikmas.islam.gov.my
Q109912807,,,1995,
Q30265786,,,2009,
Q2137488,,,2003,
Q5873989,,,1994,
Q467025,2754,,1551,https://www.unigre.it
Q4708506,40,,1966,
Q30257620,,,1993,
Q2837834,,,1961,https://www.allegany.edu/
Q7895020,,,2009,https://www.uasraichur.edu.in
Q10915657,,,2012,
Q129343063,,,2022,
Q106808253,,,2009,https://akpermarthenindey.ac.id
Q19600083,,,2016,
Q12204553,,,2012,
Q106412013,,,2014,https://uisi.ac.id
Q5146695,,,2004,https://www.cekottarakkara.ihrd.ac.in
Q5144788,46,,1970,
Q19881671,,,2014,https://www.adamasuniversity.ac.in
Q6368020,,,2005,
Q109912175,,,1998,https://www.stahdnj.ac.id
Q5255905,103598,,1968,https://unr.edu.ar/
Q6783284,,,2007,
Q109574991,,,2004,https://issmv.edu.gn
Q137943460,,,2007,https://www.vuv.hr
Q135739173,,,2019,https://www.ihmranchi.in
Q16682060,,,1988,
Q141194600,,,,https://www.putraintelek.edu.my
Q3151861,,,1990,
Q50040178,,,,https://di.mod.bg/
Q30263460,,,2001,
Q109912584,,,2015,https://www.unkriswina.ac.id
Q28223513,,,2015,
Q62080174,,,1975,https://www.icbas.up.pt
Q4986155,,,1948,
Q50038979,,,1995,
Q7055505,2280,,1891,https://www.ngu.edu/
Q4154244,,,1937,https://www.dvgups.ru/
Q2025592,,,2006,
Q736674,37437,,1876,https://www.colorado.edu/
Q141195114,,,1997,https://colleges.segi.edu.my/sarawak/
Q4853224,,,1992,
Q599316,10007,,1919,https://newschool.edu/
Q4451485,,,1998,
Q7191541,4864,,1972,https://www.pvcc.edu/
Q20110168,,,,
Q6427188,,,2001,
Q5012894,,,2009,https://www.cmjumeghalaya.edu.in
Q5439067,10932,,1961,
Q625945,,,1947,
Q7936182,,,2006,
Q832792,,,1920,
Q258464,18174,,1592,https://www.tcd.ie/
Q7129474,36,,2002,https://pau.edu.ng/
Q3037890,,,1976,https://ump.edu.vn/
Q131428158,,,,https://tecmm.edu.mx
Q30266641,,,2007,
Q781108,,,1979,https://www.unileon.es/
Q5640316,,,2005,
Q5784227,,,1906,
Q25056633,,,1992,https://www.federalpolyede.edu.ng
Q6117378,4203,,1967,
Q4418282,,,1932,
Q140868740,,,1996,https://isams.rnu.tn
Q141195745,,,,https://kvlikas.moe.edu.my
Q3551844,,,1949,
Q30257821,,,1968,
Q19458944,,,1996,https://www.iftmuniversity.ac.in
Q5962542,,,2007,
Q56847102,,,2011,https://www.unifamesc.edu.br
Q6483177,,,1903,https://www.pacollege.edu/
Q109911984,,,2010,https://staidakrempyang.ac.id
Q3073363,,,2001,
Q4081726,25000,,1954,
Q28153755,,,2015,https://www.adypu.edu.in
Q5664580,,,1931,
Q131877217,,,2010,https://quni.edu.ye
Q14917504,,,,https://www.idu.ac.id
Q7353226,,,,
Q16952,44730,,1898,https://english.pku.edu.cn
Q30263488,,,,
Q661322,,,,
Q30263360,,,1986,
Q1029244,,,1971,https://camosun.ca/
Q7753141,,,1930,https://nasi.org.in/
Q5209133,,,1955,
Q123032841,,,,https://iees.pt
Q109919427,,,2019,
Q43896765,,,2001,
Q52848671,,,1985,
Q140351487,,,1972,https://www.mbscollege.ac.in
Q6427192,,,1995,
Q12622832,,,2010,
Q24884248,,,2016,
Q28949965,,,2001,https://www.unsur.ac.id
Q540672,28249,,1856,https://auburn.edu
Q141195329,,,,https://kkbetong.mypolycc.edu.my/v1
Q4842894,,,2000,
Q12107472,,,,
Q3578018,,,1968,
Q4832056,,,,
Q139779,,,1991,
Q1475126,,,1920,
Q7961194,,,1987,https://www.wakhok.ac.jp/
Q170171,,,1994,https://www.baskent.edu.tr/tr/
Q14707354,,,1971,
Q141194007,,,,https://tokyo-human.edu.vn
Q114340012,,,1991,https://processus.edu.br
Q135983345,,,2016,https://cdiohio.org
Q3578375,,,1898,https://www.groupe-esa.com
Q5532987,1418,,1848,https://www.geneva.edu/
Q12104640,,,1914,
Q123468294,,,2018,https://www.iilm.edu.in
Q12167358,,,1992,
Q16697399,,,1962,https://сибюи.мвд.рф/
Q7082127,2055,,1950,https://www.oc.edu/
Q6156681,,,1988,
Q131101560,,,2023,
Q14708780,,,1957,
Q140868299,,,2025,https://unisa-palembang.ac.id
Q7691039,,,1984,https://www.twoa.ac.nz/
Q126839485,,,,https://imi.bg.ac.rs
Q4891939,,,2009,
Q52848129,,,2004,https://www.dgcu.edu.cn/
Q131428204,,,2021,https://srinathuniversity.ac.in
Q7587564,,,1967,
Q11593302,,,1944,
Q109911831,,,2020,https://tritunas.ac.id
Q7245134,687,,1912,https://www.principiacollege.edu/
Q7987183,,,1986,
Q126839618,,,2001,
Q11525481,634,,1950,
Q30263642,,,2002,https://forsvaret.no/hogskolene/en/nduc
Q4727674,,,2002,
Q29054631,,,,https://www.vsdanubius.sk/
Q5613642,,,1958,
Q16968756,,,2000,
Q7676198,1604,,1996,https://www.tnnua.edu.tw/
Q7559836,,,1974,
Q30266648,,,,https://kcik.ug.edu.pl/
Q7509452,,,1992,
Q861904,11701,,1984,
Q130293343,,,,https://catholic.tech/
Q12522872,,,1965,https://www.uin-alauddin.ac.id
Q19599770,,,2014,https://www.ramauniversity.ac.in
Q11616433,,,1923,https://www.aizuhokurei.jp/
Q8070488,,,1958,
Q6863272,,,1919,https://www.minatogawa.ac.jp/
Q8070661,,,1958,https://www.zafu.edu.cn/
Q17038565,1236,,1967,
Q10883256,,,1904,
Q4564567,1467,,1723,https://www.washcoll.edu/
Q102347733,,,2017,https://fezzanu.edu.ly/en/
Q14444565,,,,
Q109919503,,,1979,https://www.ikippgrikaltim.ac.id
Q30644482,,,1959,
Q5015927,,,1960,
Q29052,12962,,1873,https://www.vanderbilt.edu/
Q3643633,,,2008,
Q7401441,,,1942,
Q1515214,,,1834,https://www.rma.ac.be/
Q138854408,,,,https://www.nyc.gr
Q1437166,,,1988,https://ulsu.ru/en/
Q4270064,,,1966,https://lntu.edu.ua/uk
Q9380740,,,2002,
Q24944243,,,2000,https://www.mihe.ac.uk/
Q6023671,,,1970,https://columbus.iu.edu/
Q30266915,,,,
Q30253903,,,1982,
Q16587154,,,1999,https://www.pwsz.edu.pl/
Q4948170,,,1972,
Q13652966,,,2012,https://shanghai.nyu.edu
Q7283682,,,2012,https://www.raiuniversity.edu
Q138859677,,,,https://www.iuvas.org
Q30294244,,,1986,https://www.univ-mascara.dz/index.php/fr/
Q20651870,,,1993,
Q129343783,,,2023,
Q3117948,,,1969,https://www.esc-pau.fr
Q30288851,,,1979,https://www.thechicagoschool.edu
Q25452881,,,2017,
Q60055849,,,,https://kau.org.ua/
Q113155475,,,1977,https://www.emnsc.pt/index.html
Q2264760,,,1920,
Q30263406,,,1891,
Q61931890,,,1992,
Q7730313,,,1991,
Q7707564,250,,1908,
Q7488523,,,1945,
Q39054395,,,2004,
Q7402534,,,1983,https://www.sai-junshin.ac.jp/
Q7323380,798,,1973,
Q30257724,,,1992,https://www.shu.ru/
Q104481518,,,2020,https://www.duet.edu.ua/en
Q11382529,,,1962,
Q30265312,,,,
Q4811950,,,1916,
Q982400,6127,,2009,
Q4743096,,,1865,https://www.aasa.org/
Q16976056,,,1933,
Q5397468,,,1870,
Q7877620,,,2005,
Q11595498,,,1873,
Q3919998,5000,,1937,
Q61128886,,,2013,https://www.nctu.edu.vn/
Q289348,17600,,1892,https://www.lsbu.ac.uk/
Q30294482,,,,
Q5030652,,,1978,
Q14979352,,,,
Q7839834,,,1918,
Q130537812,,,2020,https://pegafi.edu.ph
Q24884650,,,,
Q30295029,,,,https://www.cvbc.ca/
Q1806541,1045,,1943,https://www.usmma.edu/
Q1728129,,,1851,https://www.kanti.sh.ch/
Q6469995,,,1939,
Q634796,,,1975,
Q3551421,,,1856,https://www.ujed.mx/
Q1861687,16218,,1893,https://www.montana.edu/
Q51781390,,,2010,https://osuna.univ-nantes.fr/
Q4080165,,,1932,
Q1584459,12000,,1958,
Q5034681,2710,,1961,
Q9380792,,,2003,https://wsmed.edu.pl/
Q505170,9620,,1946,https://www.leuphana.de/
Q15927225,,,1992,
Q107519912,,,2016,https://aims.ac.rw/
Q3152136,,,1968,
Q65091076,,,2009,
Q626362,,,,
Q16258314,,,2013,
Q1186843,20152,,1782,https://bme.hu
Q7571834,,,,
Q354333,,,1991,
Q1443595,,,1961,
Q4743054,,,1969,https://www.aacnnursing.org/
Q129343039,,,2023,
Q4808388,,,1947,
Q3551434,,,2000,
Q7488528,,,1951,
Q135095434,,,,https://www.ies-sbs.org
Q30253933,,,1987,https://www.aun.edu.eg/hospitals/English/
Q30294095,,,,
Q135398348,,,2019,https://www.cresp.ca
Q2062675,,,1830,
Q125450744,,,2021,https://mnp.ac.id
Q9143067,,,1922,
Q30293936,,,,
Q30254310,,,2005,https://www.dmiher.edu.in/
Q5350979,,,,
Q4094801,,,1982,
Q5518530,,,2011,https://www.galgotiasuniversity.edu.in
Q5116360,15702,,1955,
Q18126022,,,,
Q6020620,,,2000,
Q28419649,,,1921,
Q7402283,54,,1846,
Q5589829,,,,https://www.gbpssi.in
Q109913901,,,1980,
Q113561015,,,2019,https://mmchpalamu.org/
Q85877855,,,2020,https://www.ryujo-u.ac.jp/
Q4196594,,,1930,
Q6695115,1664,,1957,
Q30297445,,,,
Q101378207,,,,https://www.wsi.med.uni-muenchen.de/index.html
Q9380766,,,1996,https://www.wit.edu.pl/
Q7018483,,,1969,
Q4059216,,,1966,
Q5437801,,,1996,
Q5340070,,,1995,
Q7447554,,,1984,
Q2485010,,,1902,
Q5421133,,,2009,
Q6103980,,,2007,
Q5094840,,,2005,https://csvtu.ac.in
Q52609380,,,,https://www.flacso.edu.mx/
Q98098841,,,,
Q15260958,,,2009,
Q30257589,,,1933,
Q125138382,,,2023,https://hensarduniversity.edu.ng/
Q7241915,,,2001,
Q25409994,,,1973,https://www.cunef.edu/
Q12712166,,,2006,https://www.wou.edu.my
Q30266504,,,1990,
